,Context,Reply
79,"Friend (Priyanka): They dance so well
Even velocity group

Meghana: Yeah,they are all really talented
The auditions are also kind of tough

Friend (Priyanka): Done with the project?

Meghana: That one ran
Finished running
But can’t do anything more,as in,won’t run anything more
Did the one I sent you finish running?
If it hasn’t,stop running it actually 🤔be a it’s taking a lot of time

Friend (Priyanka): I didn't 😅
Asking you out of guilt 😂
Good.. accuracy?

","Ahha😂😂😂
Accuracy is good,but loss needs to reduce more😭
And I’m not going to run another model
Done with assignments and projects?
"
80,"Friend (Priyanka): Done with the project?

Meghana: That one ran
Finished running
But can’t do anything more,as in,won’t run anything more
Did the one I sent you finish running?
If it hasn’t,stop running it actually 🤔be a it’s taking a lot of time

Friend (Priyanka): I didn't 😅
Asking you out of guilt 😂
Good.. accuracy?

Meghana: Ahha😂😂😂
Accuracy is good,but loss needs to reduce more😭
And I’m not going to run another model
Done with assignments and projects?

Friend (Priyanka): Yup.. new project + job hunt rt now

","Which is this song?🤔
"
81,"Friend (Priyanka): I didn't 😅
Asking you out of guilt 😂
Good.. accuracy?

Meghana: Ahha😂😂😂
Accuracy is good,but loss needs to reduce more😭
And I’m not going to run another model
Done with assignments and projects?

Friend (Priyanka): Yup.. new project + job hunt rt now

Meghana: Which is this song?🤔

Friend (Priyanka): I sent on the group babe


","😂😂😂
Who is this guy?
"
82,"Friend (Priyanka): Yup.. new project + job hunt rt now

Meghana: Which is this song?🤔

Friend (Priyanka): I sent on the group babe


Meghana: 😂😂😂
Who is this guy?

Friend (Priyanka): You watched never have I ever rt
Chinnu told me both of you watched

","Yes,we had watched it that day
It was okay
Not very great n all
If you have credentials to the matrimony site send no
We are getting really bored 😬
"
83,"Friend (Priyanka): I sent on the group babe


Meghana: 😂😂😂
Who is this guy?

Friend (Priyanka): You watched never have I ever rt
Chinnu told me both of you watched

Meghana: Yes,we had watched it that day
It was okay
Not very great n all
If you have credentials to the matrimony site send no
We are getting really bored 😬

Friend (Priyanka): 😂😂

","Want to do some stalking
"
84,"Friend (Priyanka): You watched never have I ever rt
Chinnu told me both of you watched

Meghana: Yes,we had watched it that day
It was okay
Not very great n all
If you have credentials to the matrimony site send no
We are getting really bored 😬

Friend (Priyanka): 😂😂

Meghana: Want to do some stalking

Friend (Priyanka): I don't

","Try to recall 😭😭
"
85,"Friend (Priyanka): 😂😂

Meghana: Want to do some stalking

Friend (Priyanka): I don't

Meghana: Try to recall 😭😭

Friend (Priyanka): Wait let me dig it up

","Yes
Fast🤭🤭
Tell the name of the app also🤭
"
86,"Friend (Priyanka): I don't

Meghana: Try to recall 😭😭

Friend (Priyanka): Wait let me dig it up

Meghana: Yes
Fast🤭🤭
Tell the name of the app also🤭

Friend (Priyanka): Both girls have gone mad
Bharat matrimony

","We really have🤭🤭
Send faaasht🤭
"
87,"Friend (Priyanka): Wait let me dig it up

Meghana: Yes
Fast🤭🤭
Tell the name of the app also🤭

Friend (Priyanka): Both girls have gone mad
Bharat matrimony

Meghana: We really have🤭🤭
Send faaasht🤭

Friend (Priyanka): Ask chinnu to create new profile only
Venangil ninakum aagam

","She is thinking actually 😂😂😂
"
88,"Friend (Priyanka): Both girls have gone mad
Bharat matrimony

Meghana: We really have🤭🤭
Send faaasht🤭

Friend (Priyanka): Ask chinnu to create new profile only
Venangil ninakum aagam

Meghana: She is thinking actually 😂😂😂

Friend (Priyanka): I told her to

","But for now we thought of just stalking 😂🤭🤭
"
89,"Friend (Priyanka): Ask chinnu to create new profile only
Venangil ninakum aagam

Meghana: She is thinking actually 😂😂😂

Friend (Priyanka): I told her to

Meghana: But for now we thought of just stalking 😂🤭🤭

Friend (Priyanka): Nyano kaivittu poyi
Ningel engilum nambiarmare kettu

","Athu pinne aalochikkam,Thalkalam ayakkyu
Collection undo ennu nokkaana🤭🤭
Ippo rathri we don’t have time to create
So you send fast
🤭
"
90,"Friend (Priyanka): I told her to

Meghana: But for now we thought of just stalking 😂🤭🤭

Friend (Priyanka): Nyano kaivittu poyi
Ningel engilum nambiarmare kettu

Meghana: Athu pinne aalochikkam,Thalkalam ayakkyu
Collection undo ennu nokkaana🤭🤭
Ippo rathri we don’t have time to create
So you send fast
🤭

Friend (Priyanka): Go get velliachans phone
I can reset password

","That is downstairs 😭
Reset🤭
What is the Id?
"
91,"Friend (Priyanka): Nyano kaivittu poyi
Ningel engilum nambiarmare kettu

Meghana: Athu pinne aalochikkam,Thalkalam ayakkyu
Collection undo ennu nokkaana🤭🤭
Ippo rathri we don’t have time to create
So you send fast
🤭

Friend (Priyanka): Go get velliachans phone
I can reset password

Meghana: That is downstairs 😭
Reset🤭
What is the Id?

Friend (Priyanka): Otp went to his phone
Forgot

","Will phone number be enough?
"
92,"Friend (Priyanka): Go get velliachans phone
I can reset password

Meghana: That is downstairs 😭
Reset🤭
What is the Id?

Friend (Priyanka): Otp went to his phone
Forgot

Meghana: Will phone number be enough?

Friend (Priyanka): Ya

","Chinnu thinks there can be only one password
Will try that once
"
93,"Friend (Priyanka): Otp went to his phone
Forgot

Meghana: Will phone number be enough?

Friend (Priyanka): Ya

Meghana: Chinnu thinks there can be only one password
Will try that once

Friend (Priyanka): Velliachans phone number

","If not will ask you to reset
Wokay?🤭
"
94,"Friend (Priyanka): Ya

Meghana: Chinnu thinks there can be only one password
Will try that once

Friend (Priyanka): Velliachans phone number

Meghana: If not will ask you to reset
Wokay?🤭

Friend (Priyanka): Hey

","Hey hey
What’s up
"
95,"Friend (Priyanka): Velliachans phone number

Meghana: If not will ask you to reset
Wokay?🤭

Friend (Priyanka): Hey

Meghana: Hey hey
What’s up

Friend (Priyanka): What doing

","In the toilet🤭
"
96,"Friend (Priyanka): Hey

Meghana: Hey hey
What’s up

Friend (Priyanka): What doing

Meghana: In the toilet🤭

Friend (Priyanka): Chinnu chechi told me that Velliachan told your parents

","Yes
"
97,"Friend (Priyanka): What doing

Meghana: In the toilet🤭

Friend (Priyanka): Chinnu chechi told me that Velliachan told your parents

Meghana: Yes

Friend (Priyanka): What did your dad say

","They still seem to be in a shock...but they’ll come around
They are just worried about the communication n all
"
98,"Friend (Priyanka): Chinnu chechi told me that Velliachan told your parents

Meghana: Yes

Friend (Priyanka): What did your dad say

Meghana: They still seem to be in a shock...but they’ll come around
They are just worried about the communication n all

Friend (Priyanka): Hmm

","There was this huge discussion yesterday after they were told
Velliachan and velliamma were here till almost 11"
99,"Friend (Priyanka): What did your dad say

Meghana: They still seem to be in a shock...but they’ll come around
They are just worried about the communication n all

Friend (Priyanka): Hmm

Meghana: There was this huge discussion yesterday after they were told
Velliachan and velliamma were here till almost 11
Friend (Priyanka): You guys don't have to defend me in front of them .. don't want to put you guys in bad light
What exactly did cochachan say

","What are you saying 🤦🏾‍♀️
It’s okay,no problem🤦🏾‍♀️
What we have to do now is get everyone to be happy about it no..
For a long time he was shocked
Now he’s mainly just worried about how his family is n all
"
100,"Friend (Priyanka): Hmm

Meghana: There was this huge discussion yesterday after they were told
Velliachan and velliamma were here till almost 11
Friend (Priyanka): You guys don't have to defend me in front of them .. don't want to put you guys in bad light
What exactly did cochachan say

Meghana: What are you saying 🤦🏾‍♀️
It’s okay,no problem🤦🏾‍♀️
What we have to do now is get everyone to be happy about it no..
For a long time he was shocked
Now he’s mainly just worried about how his family is n all

Friend (Priyanka): Hmm

","And also I was telling no,that they have something against Telegites for some reason
But they seem to be okay with that now
"
101,"Friend (Priyanka): You guys don't have to defend me in front of them .. don't want to put you guys in bad light
What exactly did cochachan say

Meghana: What are you saying 🤦🏾‍♀️
It’s okay,no problem🤦🏾‍♀️
What we have to do now is get everyone to be happy about it no..
For a long time he was shocked
Now he’s mainly just worried about how his family is n all

Friend (Priyanka): Hmm

Meghana: And also I was telling no,that they have something against Telegites for some reason
But they seem to be okay with that now

Friend (Priyanka): Hmm
I know this is not going to be easy
I have to be ready for it

","In the end they’ll agree
"
102,"Friend (Priyanka): Hmm

Meghana: And also I was telling no,that they have something against Telegites for some reason
But they seem to be okay with that now

Friend (Priyanka): Hmm
I know this is not going to be easy
I have to be ready for it

Meghana: In the end they’ll agree

Friend (Priyanka): Ya

","But when you come back you might have to be prepared for some drama
"
103,"Friend (Priyanka): Hmm
I know this is not going to be easy
I have to be ready for it

Meghana: In the end they’ll agree

Friend (Priyanka): Ya

Meghana: But when you come back you might have to be prepared for some drama

Friend (Priyanka): Ya

","Or maybe by then they might just accept it and be okay with it
"
104,"Friend (Priyanka): Ya

Meghana: But when you come back you might have to be prepared for some drama

Friend (Priyanka): Ya

Meghana: Or maybe by then they might just accept it and be okay with it

Friend (Priyanka): Hmm.. I feel Velliachan understands me
And he has got velliama to understand

","But they are really upset..until yesterday actually I hadn’t realised ..velliamma teared up..velliachan also was telling that he is very disturbed...they were telling that they are only trying to be okay with it because they don’t have another choice...
Like they are really upset..
But this was expected no...when they meet him their opinion will change..he is a really nice guy
They’ll also understand that and actually come to terms with it,like for real
"
105,"Friend (Priyanka): Ya

Meghana: Or maybe by then they might just accept it and be okay with it

Friend (Priyanka): Hmm.. I feel Velliachan understands me
And he has got velliama to understand

Meghana: But they are really upset..until yesterday actually I hadn’t realised ..velliamma teared up..velliachan also was telling that he is very disturbed...they were telling that they are only trying to be okay with it because they don’t have another choice...
Like they are really upset..
But this was expected no...when they meet him their opinion will change..he is a really nice guy
They’ll also understand that and actually come to terms with it,like for real

Friend (Priyanka): Hmm

","This lockdown 🤦🏾‍♀️
Else Veliachan could have met him
"
106,"Friend (Priyanka): Hmm.. I feel Velliachan understands me
And he has got velliama to understand

Meghana: But they are really upset..until yesterday actually I hadn’t realised ..velliamma teared up..velliachan also was telling that he is very disturbed...they were telling that they are only trying to be okay with it because they don’t have another choice...
Like they are really upset..
But this was expected no...when they meet him their opinion will change..he is a really nice guy
They’ll also understand that and actually come to terms with it,like for real

Friend (Priyanka): Hmm

Meghana: This lockdown 🤦🏾‍♀️
Else Veliachan could have met him

Friend (Priyanka): Ya
He is ready to talk to Velliachan
I asked him to wait

","Maybe a couple of months more🤔
But he should speak to velliachan..
Velliachan was saying that he won’t make the first move and wants him to talk to him first
"
